,County,TotalPop,State
62745,Dallas County,5755,Texas
62746,Dallas County,3962,Texas
62747,Dallas County,2137,Texas
62748,Dallas County,5350,Texas
62749,Dallas County,8041,Texas
62750,Dallas County,7988,Texas
62751,Dallas County,1782,Texas
62752,Dallas County,4375,Texas
62753,Dallas County,2023,Texas
62754,Dallas County,3166,Texas
62755,Dallas County,1712,Texas
62756,Dallas County,5076,Texas
62757,Dallas County,2128,Texas
62758,Dallas County,6581,Texas
62759,Dallas County,3192,Texas
62760,Dallas County,2346,Texas
62761,Dallas County,4450,Texas
62762,Dallas County,7006,Texas
62763,Dallas County,3070,Texas
62764,Dallas County,5391,Texas
62765,Dallas County,5472,Texas
62766,Dallas County,2289,Texas
62767,Dallas County,7142,Texas
62768,Dallas County,4005,Texas
62769,Dallas County,1414,Texas
62770,Dallas County,1591,Texas
62771,Dallas County,2148,Texas
62772,Dallas County,5601,Texas
62773,Dallas County,563,Texas
62774,Dallas County,2880,Texas
62775,Dallas County,5185,Texas
62776,Dallas County,2140,Texas
62777,Dallas County,2425,Texas
62778,Dallas County,2365,Texas
62779,Dallas County,3150,Texas
62780,Dallas County,2869,Texas
62781,Dallas County,1867,Texas
62782,Dallas County,2909,Texas
62783,Dallas County,2631,Texas
62784,Dallas County,6931,Texas
62785,Dallas County,6231,Texas
62786,Dallas County,3873,Texas
62787,Dallas County,9259,Texas
62788,Dallas County,5266,Texas
62789,Dallas County,871,Texas
62790,Dallas County,2933,Texas
62791,Dallas County,4708,Texas
62792,Dallas County,3063,Texas
62793,Dallas County,3758,Texas
62794,Dallas County,1310,Texas
62795,Dallas County,2902,Texas
62796,Dallas County,5290,Texas
62797,Dallas County,3010,Texas
62798,Dallas County,8806,Texas
62799,Dallas County,6039,Texas
62800,Dallas County,3630,Texas
62801,Dallas County,3965,Texas
62802,Dallas County,3616,Texas
62803,Dallas County,7086,Texas
62804,Dallas County,6413,Texas
62805,Dallas County,5409,Texas
62806,Dallas County,4230,Texas
62807,Dallas County,6368,Texas
62808,Dallas County,3709,Texas
62809,Dallas County,2334,Texas
62810,Dallas County,2261,Texas
62811,Dallas County,5007,Texas
62812,Dallas County,4688,Texas
62813,Dallas County,3375,Texas
62814,Dallas County,3563,Texas
62815,Dallas County,3495,Texas
62816,Dallas County,2889,Texas
62817,Dallas County,4826,Texas
62818,Dallas County,3756,Texas
62819,Dallas County,5149,Texas
62820,Dallas County,3116,Texas
62821,Dallas County,6290,Texas
62822,Dallas County,2156,Texas
62823,Dallas County,8067,Texas
62824,Dallas County,3144,Texas
62825,Dallas County,10448,Texas
62826,Dallas County,4929,Texas
62827,Dallas County,3161,Texas
62828,Dallas County,2728,Texas
62829,Dallas County,5990,Texas
62830,Dallas County,2914,Texas
62831,Dallas County,4928,Texas
62832,Dallas County,3042,Texas
62833,Dallas County,5318,Texas
62834,Dallas County,9783,Texas
62835,Dallas County,7108,Texas
62836,Dallas County,5372,Texas
62837,Dallas County,6368,Texas
62838,Dallas County,7572,Texas
62839,Dallas County,3711,Texas
62840,Dallas County,3696,Texas
62841,Dallas County,7342,Texas
62842,Dallas County,3546,Texas
62843,Dallas County,4341,Texas
62844,Dallas County,3472,Texas
62845,Dallas County,4272,Texas
62846,Dallas County,4331,Texas
62847,Dallas County,7023,Texas
62848,Dallas County,4997,Texas
62849,Dallas County,4820,Texas
62850,Dallas County,3876,Texas
62851,Dallas County,4369,Texas
62852,Dallas County,6932,Texas
62853,Dallas County,6883,Texas
62854,Dallas County,6018,Texas
62855,Dallas County,10173,Texas
62856,Dallas County,9902,Texas
62857,Dallas County,8433,Texas
62858,Dallas County,6327,Texas
62859,Dallas County,7091,Texas
62860,Dallas County,4968,Texas
62861,Dallas County,7587,Texas
62862,Dallas County,2853,Texas
62863,Dallas County,3194,Texas
62864,Dallas County,4096,Texas
62865,Dallas County,4363,Texas
62866,Dallas County,4866,Texas
62867,Dallas County,8382,Texas
62868,Dallas County,5627,Texas
62869,Dallas County,8154,Texas
62870,Dallas County,6839,Texas
62871,Dallas County,2215,Texas
62872,Dallas County,7061,Texas
62873,Dallas County,6604,Texas
62874,Dallas County,3363,Texas
62875,Dallas County,7481,Texas
62876,Dallas County,4679,Texas
62877,Dallas County,6655,Texas
62878,Dallas County,3338,Texas
62879,Dallas County,3900,Texas
62880,Dallas County,3853,Texas
62881,Dallas County,5067,Texas
62882,Dallas County,4972,Texas
62883,Dallas County,5224,Texas
62884,Dallas County,2838,Texas
62885,Dallas County,1800,Texas
62886,Dallas County,984,Texas
62887,Dallas County,6714,Texas
62888,Dallas County,6561,Texas
62889,Dallas County,1991,Texas
62890,Dallas County,1996,Texas
62891,Dallas County,2335,Texas
62892,Dallas County,5889,Texas
62893,Dallas County,5646,Texas
62894,Dallas County,3683,Texas
62895,Dallas County,2478,Texas
62896,Dallas County,4032,Texas
62897,Dallas County,5041,Texas
62898,Dallas County,2543,Texas
62899,Dallas County,5779,Texas
62900,Dallas County,7151,Texas
62901,Dallas County,2922,Texas
62902,Dallas County,2200,Texas
62903,Dallas County,5083,Texas
62904,Dallas County,4328,Texas
62905,Dallas County,4172,Texas
62906,Dallas County,2684,Texas
62907,Dallas County,6881,Texas
62908,Dallas County,4221,Texas
62909,Dallas County,3317,Texas
62910,Dallas County,3111,Texas
62911,Dallas County,3594,Texas
62912,Dallas County,2554,Texas
62913,Dallas County,1102,Texas
62914,Dallas County,7285,Texas
62915,Dallas County,2533,Texas
62916,Dallas County,5288,Texas
62917,Dallas County,3119,Texas
62918,Dallas County,5246,Texas
62919,Dallas County,4228,Texas
62920,Dallas County,6284,Texas
62921,Dallas County,6181,Texas
62922,Dallas County,4164,Texas
62923,Dallas County,4394,Texas
62924,Dallas County,2982,Texas
62925,Dallas County,3239,Texas
62926,Dallas County,6070,Texas
62927,Dallas County,3703,Texas
62928,Dallas County,3165,Texas
62929,Dallas County,3487,Texas
62930,Dallas County,3638,Texas
62931,Dallas County,4825,Texas
62932,Dallas County,4512,Texas
62933,Dallas County,75,Texas
62934,Dallas County,3356,Texas
62935,Dallas County,5075,Texas
62936,Dallas County,3440,Texas
62937,Dallas County,7796,Texas
62938,Dallas County,5376,Texas
62939,Dallas County,4627,Texas
62940,Dallas County,5080,Texas
62941,Dallas County,4844,Texas
62942,Dallas County,6012,Texas
62943,Dallas County,4072,Texas
62944,Dallas County,7177,Texas
62945,Dallas County,9734,Texas
62946,Dallas County,3735,Texas
62947,Dallas County,5246,Texas
62948,Dallas County,4712,Texas
62949,Dallas County,4145,Texas
62950,Dallas County,2353,Texas
62951,Dallas County,4989,Texas
62952,Dallas County,4317,Texas
62953,Dallas County,4772,Texas
62954,Dallas County,6586,Texas
62955,Dallas County,6340,Texas
62956,Dallas County,3930,Texas
62957,Dallas County,3528,Texas
62958,Dallas County,2408,Texas
62959,Dallas County,1527,Texas
62960,Dallas County,6319,Texas
62961,Dallas County,6482,Texas
62962,Dallas County,5983,Texas
62963,Dallas County,4124,Texas
62964,Dallas County,3766,Texas
62965,Dallas County,5256,Texas
62966,Dallas County,4613,Texas
62967,Dallas County,5140,Texas
62968,Dallas County,5470,Texas
62969,Dallas County,4397,Texas
62970,Dallas County,3795,Texas
62971,Dallas County,4361,Texas
62972,Dallas County,5368,Texas
62973,Dallas County,4279,Texas
62974,Dallas County,3523,Texas
62975,Dallas County,5400,Texas
62976,Dallas County,2490,Texas
62977,Dallas County,4566,Texas
62978,Dallas County,1617,Texas
62979,Dallas County,4593,Texas
62980,Dallas County,3534,Texas
62981,Dallas County,2076,Texas
62982,Dallas County,1485,Texas
62983,Dallas County,2710,Texas
62984,Dallas County,7802,Texas
62985,Dallas County,6474,Texas
62986,Dallas County,3954,Texas
62987,Dallas County,7369,Texas
62988,Dallas County,4307,Texas
62989,Dallas County,4616,Texas
62990,Dallas County,2105,Texas
62991,Dallas County,3897,Texas
62992,Dallas County,4651,Texas
62993,Dallas County,5205,Texas
62994,Dallas County,6818,Texas
62995,Dallas County,3398,Texas
62996,Dallas County,4690,Texas
62997,Dallas County,3570,Texas
62998,Dallas County,5742,Texas
62999,Dallas County,2933,Texas
63000,Dallas County,2368,Texas
63001,Dallas County,3808,Texas
63002,Dallas County,4979,Texas
63003,Dallas County,3087,Texas
63004,Dallas County,3385,Texas
63005,Dallas County,4503,Texas
63006,Dallas County,6451,Texas
63007,Dallas County,7442,Texas
63008,Dallas County,2084,Texas
63009,Dallas County,10987,Texas
63010,Dallas County,5538,Texas
63011,Dallas County,7820,Texas
63012,Dallas County,7836,Texas
63013,Dallas County,3510,Texas
63014,Dallas County,4929,Texas
63015,Dallas County,9064,Texas
63016,Dallas County,4764,Texas
63017,Dallas County,6830,Texas
63018,Dallas County,6608,Texas
63019,Dallas County,6373,Texas
63020,Dallas County,13704,Texas
63021,Dallas County,4632,Texas
63022,Dallas County,4889,Texas
63023,Dallas County,7064,Texas
63024,Dallas County,5644,Texas
63025,Dallas County,4521,Texas
63026,Dallas County,5074,Texas
63027,Dallas County,2402,Texas
63028,Dallas County,8725,Texas
63029,Dallas County,6413,Texas
63030,Dallas County,3241,Texas
63031,Dallas County,4515,Texas
63032,Dallas County,8065,Texas
63033,Dallas County,7514,Texas
63034,Dallas County,3588,Texas
63035,Dallas County,4695,Texas
63036,Dallas County,6257,Texas
63037,Dallas County,13948,Texas
63038,Dallas County,4313,Texas
63039,Dallas County,6908,Texas
63040,Dallas County,4336,Texas
63041,Dallas County,4947,Texas
63042,Dallas County,3690,Texas
63043,Dallas County,5376,Texas
63044,Dallas County,5906,Texas
63045,Dallas County,4149,Texas
63046,Dallas County,6344,Texas
63047,Dallas County,3123,Texas
63048,Dallas County,10250,Texas
63049,Dallas County,5116,Texas
63050,Dallas County,6714,Texas
63051,Dallas County,11220,Texas
63052,Dallas County,4500,Texas
63053,Dallas County,7252,Texas
63054,Dallas County,3866,Texas
63055,Dallas County,5509,Texas
63056,Dallas County,8434,Texas
63057,Dallas County,6022,Texas
63058,Dallas County,5526,Texas
63059,Dallas County,9746,Texas
63060,Dallas County,11920,Texas
63061,Dallas County,9555,Texas
63062,Dallas County,5565,Texas
63063,Dallas County,5322,Texas
63064,Dallas County,5595,Texas
63065,Dallas County,8315,Texas
63066,Dallas County,6110,Texas
63067,Dallas County,7325,Texas
63068,Dallas County,10353,Texas
63069,Dallas County,10286,Texas
63070,Dallas County,7681,Texas
63071,Dallas County,5738,Texas
63072,Dallas County,3527,Texas
63073,Dallas County,4253,Texas
63074,Dallas County,3301,Texas
63075,Dallas County,3754,Texas
63076,Dallas County,5264,Texas
63077,Dallas County,7658,Texas
63078,Dallas County,5225,Texas
63079,Dallas County,6350,Texas
63080,Dallas County,7212,Texas
63081,Dallas County,4884,Texas
63082,Dallas County,5071,Texas
63083,Dallas County,6065,Texas
63084,Dallas County,4528,Texas
63085,Dallas County,4002,Texas
63086,Dallas County,2363,Texas
63087,Dallas County,6777,Texas
63088,Dallas County,5834,Texas
63089,Dallas County,5507,Texas
63090,Dallas County,6231,Texas
63091,Dallas County,3313,Texas
63092,Dallas County,7293,Texas
63093,Dallas County,6255,Texas
63094,Dallas County,4847,Texas
63095,Dallas County,6475,Texas
63096,Dallas County,7500,Texas
63097,Dallas County,4852,Texas
63098,Dallas County,5481,Texas
63099,Dallas County,15641,Texas
63100,Dallas County,8375,Texas
63101,Dallas County,18048,Texas
63102,Dallas County,7323,Texas
63103,Dallas County,3232,Texas
63104,Dallas County,6435,Texas
63105,Dallas County,4467,Texas
63106,Dallas County,4287,Texas
63107,Dallas County,5091,Texas
63108,Dallas County,3540,Texas
63109,Dallas County,5553,Texas
63110,Dallas County,3848,Texas
63111,Dallas County,8156,Texas
63112,Dallas County,3663,Texas
63113,Dallas County,5203,Texas
63114,Dallas County,8271,Texas
63115,Dallas County,5941,Texas
63116,Dallas County,3931,Texas
63117,Dallas County,3390,Texas
63118,Dallas County,6771,Texas
63119,Dallas County,5038,Texas
63120,Dallas County,4555,Texas
63121,Dallas County,4913,Texas
63122,Dallas County,6251,Texas
63123,Dallas County,5356,Texas
63124,Dallas County,5289,Texas
63125,Dallas County,1107,Texas
63126,Dallas County,4422,Texas
63127,Dallas County,6065,Texas
63128,Dallas County,4431,Texas
63129,Dallas County,3763,Texas
63130,Dallas County,3781,Texas
63131,Dallas County,6871,Texas
63132,Dallas County,5135,Texas
63133,Dallas County,1145,Texas
63134,Dallas County,6026,Texas
63135,Dallas County,6958,Texas
63136,Dallas County,6165,Texas
63137,Dallas County,7565,Texas
63138,Dallas County,3147,Texas
63139,Dallas County,5902,Texas
63140,Dallas County,6908,Texas
63141,Dallas County,4735,Texas
63142,Dallas County,7158,Texas
63143,Dallas County,4998,Texas
63144,Dallas County,4492,Texas
63145,Dallas County,4720,Texas
63146,Dallas County,5677,Texas
63147,Dallas County,5444,Texas
63148,Dallas County,3378,Texas
63149,Dallas County,6130,Texas
63150,Dallas County,5921,Texas
63151,Dallas County,4120,Texas
63152,Dallas County,4649,Texas
63153,Dallas County,4677,Texas
63154,Dallas County,6650,Texas
63155,Dallas County,3094,Texas
63156,Dallas County,3903,Texas
63157,Dallas County,1039,Texas
63158,Dallas County,6258,Texas
63159,Dallas County,6913,Texas
63160,Dallas County,3222,Texas
63161,Dallas County,4896,Texas
63162,Dallas County,7936,Texas
63163,Dallas County,6222,Texas
63164,Dallas County,5515,Texas
63165,Dallas County,3781,Texas
63166,Dallas County,9901,Texas
63167,Dallas County,3757,Texas
63168,Dallas County,6521,Texas
63169,Dallas County,6809,Texas
63170,Dallas County,4114,Texas
63171,Dallas County,5644,Texas
63172,Dallas County,4278,Texas
63173,Dallas County,3615,Texas
63174,Dallas County,3106,Texas
63175,Dallas County,5375,Texas
63176,Dallas County,4251,Texas
63177,Dallas County,7544,Texas
63178,Dallas County,4407,Texas
63179,Dallas County,2156,Texas
63180,Dallas County,1838,Texas
63181,Dallas County,5077,Texas
63182,Dallas County,4273,Texas
63183,Dallas County,4788,Texas
63184,Dallas County,2384,Texas
63185,Dallas County,3850,Texas
63186,Dallas County,2290,Texas
63187,Dallas County,7504,Texas
63188,Dallas County,5672,Texas
63189,Dallas County,2217,Texas
63190,Dallas County,4455,Texas
63191,Dallas County,0,Texas
63192,Dallas County,0,Texas
63193,Dawson County,4391,Texas
63194,Dawson County,3434,Texas
63195,Dawson County,3821,Texas
63196,Dawson County,1449,Texas
63197,Deaf Smith County,5918,Texas
63198,Deaf Smith County,5462,Texas
63199,Deaf Smith County,3820,Texas
63200,Deaf Smith County,3747,Texas
63201,Delta County,2726,Texas
63202,Delta County,2446,Texas
63203,Denton County,11759,Texas
63204,Denton County,4193,Texas
63205,Denton County,8724,Texas
63206,Denton County,8025,Texas
63207,Denton County,7153,Texas
63208,Denton County,20427,Texas
63209,Denton County,5212,Texas
63210,Denton County,5779,Texas
63211,Denton County,4043,Texas
63212,Denton County,3522,Texas
63213,Denton County,12716,Texas
63214,Denton County,11768,Texas
63215,Denton County,5534,Texas
63216,Denton County,9866,Texas
63217,Denton County,5834,Texas
63218,Denton County,4081,Texas
63219,Denton County,1897,Texas
63220,Denton County,12437,Texas
63221,Denton County,7695,Texas
63222,Denton County,6323,Texas
63223,Denton County,11830,Texas
63224,Denton County,12213,Texas
63225,Denton County,9287,Texas
63226,Denton County,3326,Texas
63227,Denton County,9147,Texas
63228,Denton County,5518,Texas
63229,Denton County,3475,Texas
63230,Denton County,6668,Texas
63231,Denton County,3264,Texas
63232,Denton County,6081,Texas
63233,Denton County,2041,Texas
63234,Denton County,5457,Texas
63235,Denton County,9512,Texas
63236,Denton County,2802,Texas
63237,Denton County,5591,Texas
63238,Denton County,4876,Texas
63239,Denton County,6127,Texas
63240,Denton County,3134,Texas
63241,Denton County,6811,Texas
63242,Denton County,4646,Texas
63243,Denton County,4228,Texas
63244,Denton County,8097,Texas
63245,Denton County,5708,Texas
63246,Denton County,3937,Texas
63247,Denton County,12300,Texas
63248,Denton County,8580,Texas
63249,Denton County,11572,Texas
63250,Denton County,7985,Texas
63251,Denton County,7032,Texas
63252,Denton County,6362,Texas
63253,Denton County,8151,Texas
63254,Denton County,4521,Texas
63255,Denton County,5839,Texas
63256,Denton County,4890,Texas
63257,Denton County,3748,Texas
63258,Denton County,4452,Texas
63259,Denton County,12470,Texas
63260,Denton County,7768,Texas
63261,Denton County,3453,Texas
63262,Denton County,2987,Texas
63263,Denton County,12738,Texas
63264,Denton County,3658,Texas
63265,Denton County,4531,Texas
63266,Denton County,2519,Texas
63267,Denton County,3741,Texas
63268,Denton County,2029,Texas
63269,Denton County,12985,Texas
63270,Denton County,7275,Texas
63271,Denton County,6552,Texas
63272,Denton County,4432,Texas
63273,Denton County,4113,Texas
63274,Denton County,5348,Texas
63275,Denton County,4177,Texas
63276,Denton County,4784,Texas
63277,Denton County,4290,Texas
63278,Denton County,4407,Texas
63279,Denton County,3063,Texas
63280,Denton County,2663,Texas
63281,Denton County,3592,Texas
63282,Denton County,5209,Texas
63283,Denton County,7575,Texas
63284,Denton County,8158,Texas
63285,Denton County,8810,Texas
63286,Denton County,2587,Texas
63287,Denton County,7768,Texas
63288,Denton County,6351,Texas
63289,Denton County,7155,Texas
63290,Denton County,4997,Texas
63291,Denton County,5488,Texas
63292,Denton County,3571,Texas
63293,Denton County,4741,Texas
63294,Denton County,5378,Texas
63295,Denton County,4553,Texas
63296,Denton County,7688,Texas
63297,Denton County,4624,Texas
63298,Denton County,3755,Texas
63299,Denton County,4578,Texas
63300,Denton County,4567,Texas
63301,Denton County,5800,Texas
63302,Denton County,11952,Texas
63303,Denton County,4641,Texas
63304,Denton County,3492,Texas
63305,Denton County,4228,Texas
63306,Denton County,4381,Texas
63307,Denton County,1612,Texas
63308,Denton County,4316,Texas
63309,Denton County,3860,Texas
63310,Denton County,3495,Texas
63311,Denton County,4997,Texas
63312,Denton County,3339,Texas
63313,Denton County,3022,Texas
63314,Denton County,3739,Texas
63315,Denton County,3567,Texas
63316,Denton County,2338,Texas
63317,Denton County,3221,Texas
63318,Denton County,3518,Texas
63319,Denton County,3755,Texas
63320,Denton County,2202,Texas
63321,Denton County,4439,Texas
63322,Denton County,3018,Texas
63323,Denton County,3402,Texas
63324,Denton County,4686,Texas
63325,Denton County,1998,Texas
63326,Denton County,6086,Texas
63327,Denton County,4198,Texas
63328,Denton County,3354,Texas
63329,Denton County,5473,Texas
63330,Denton County,3706,Texas
63331,Denton County,5065,Texas
63332,Denton County,4473,Texas
63333,Denton County,3505,Texas
63334,Denton County,4655,Texas
63335,Denton County,4910,Texas
63336,Denton County,5352,Texas
63337,Denton County,5828,Texas
63338,Denton County,3598,Texas
63339,Denton County,4776,Texas
63340,DeWitt County,4438,Texas
63341,DeWitt County,6199,Texas
63342,DeWitt County,4173,Texas
63343,DeWitt County,3405,Texas
63344,DeWitt County,2259,Texas
63345,Dickens County,2224,Texas
63346,Dimmit County,8603,Texas
63347,Dimmit County,2219,Texas
63348,Donley County,2021,Texas
63349,Donley County,1412,Texas
63350,Duval County,4750,Texas
63351,Duval County,2975,Texas
63352,Duval County,3709,Texas
63353,Eastland County,3629,Texas
63354,Eastland County,5288,Texas
63355,Eastland County,4843,Texas
63356,Eastland County,2292,Texas
63357,Eastland County,2226,Texas
63358,Ector County,3221,Texas
63359,Ector County,1782,Texas
63360,Ector County,4767,Texas
63361,Ector County,5306,Texas
63362,Ector County,5938,Texas
63363,Ector County,5095,Texas
63364,Ector County,3557,Texas
63365,Ector County,5337,Texas
63366,Ector County,7325,Texas
63367,Ector County,4991,Texas
63368,Ector County,5218,Texas
63369,Ector County,5980,Texas
63370,Ector County,7588,Texas
63371,Ector County,3335,Texas
63372,Ector County,5743,Texas
63373,Ector County,3781,Texas
63374,Ector County,3338,Texas
63375,Ector County,4022,Texas
63376,Ector County,5302,Texas
63377,Ector County,6724,Texas
63378,Ector County,6837,Texas
63379,Ector County,6663,Texas
63380,Ector County,10784,Texas
63381,Ector County,5161,Texas
63382,Ector County,9836,Texas
63383,Ector County,3236,Texas
63384,Ector County,11039,Texas
63385,Ector County,3838,Texas
63386,Edwards County,2111,Texas
63387,Ellis County,7611,Texas
63388,Ellis County,6968,Texas
63389,Ellis County,9564,Texas
63390,Ellis County,6733,Texas
63391,Ellis County,7054,Texas
63392,Ellis County,4829,Texas
63393,Ellis County,4570,Texas
63394,Ellis County,1461,Texas
63395,Ellis County,2965,Texas
63396,Ellis County,5061,Texas
63397,Ellis County,6769,Texas
63398,Ellis County,8842,Texas
63399,Ellis County,4144,Texas
63400,Ellis County,4390,Texas
63401,Ellis County,3104,Texas
63402,Ellis County,9692,Texas
63403,Ellis County,2461,Texas
63404,Ellis County,4420,Texas
63405,Ellis County,1997,Texas
63406,Ellis County,6970,Texas
63407,Ellis County,7715,Texas
63408,Ellis County,1265,Texas
63409,Ellis County,6716,Texas
63410,Ellis County,3988,Texas
63411,Ellis County,5392,Texas
63412,Ellis County,1938,Texas
63413,Ellis County,2688,Texas
63414,Ellis County,7696,Texas
63415,Ellis County,5685,Texas
63416,Ellis County,6189,Texas
63417,Ellis County,5215,Texas
63418,El Paso County,7457,Texas
63419,El Paso County,5775,Texas
63420,El Paso County,5520,Texas
63421,El Paso County,2572,Texas
63422,El Paso County,3901,Texas
63423,El Paso County,4085,Texas
63424,El Paso County,2906,Texas
63425,El Paso County,4285,Texas
63426,El Paso County,5224,Texas
63427,El Paso County,4153,Texas
63428,El Paso County,4654,Texas
63429,El Paso County,5088,Texas
63430,El Paso County,3967,Texas
63431,El Paso County,6365,Texas
63432,El Paso County,5536,Texas
63433,El Paso County,6375,Texas
63434,El Paso County,3221,Texas
63435,El Paso County,3844,Texas
63436,El Paso County,4432,Texas
63437,El Paso County,5267,Texas
63438,El Paso County,9482,Texas
63439,El Paso County,2928,Texas
63440,El Paso County,3943,Texas
63441,El Paso County,8669,Texas
63442,El Paso County,7438,Texas
63443,El Paso County,4660,Texas
63444,El Paso County,5628,Texas
63445,El Paso County,4782,Texas
63446,El Paso County,4556,Texas
63447,El Paso County,7177,Texas
63448,El Paso County,5073,Texas
63449,El Paso County,3705,Texas
63450,El Paso County,5087,Texas
63451,El Paso County,5107,Texas
63452,El Paso County,791,Texas
63453,El Paso County,3733,Texas
63454,El Paso County,7279,Texas
63455,El Paso County,1650,Texas
63456,El Paso County,5405,Texas
63457,El Paso County,2658,Texas
63458,El Paso County,4342,Texas
63459,El Paso County,1394,Texas
63460,El Paso County,1257,Texas
63461,El Paso County,2250,Texas
63462,El Paso County,2463,Texas
63463,El Paso County,2129,Texas
63464,El Paso County,3355,Texas
63465,El Paso County,3925,Texas
63466,El Paso County,4107,Texas
63467,El Paso County,3031,Texas
63468,El Paso County,5381,Texas
63469,El Paso County,3040,Texas
63470,El Paso County,4310,Texas
63471,El Paso County,1363,Texas
63472,El Paso County,3607,Texas
63473,El Paso County,3193,Texas
63474,El Paso County,2670,Texas
63475,El Paso County,5329,Texas
63476,El Paso County,6019,Texas
63477,El Paso County,5629,Texas
63478,El Paso County,6061,Texas
63479,El Paso County,2862,Texas
63480,El Paso County,4233,Texas
63481,El Paso County,4288,Texas
63482,El Paso County,2849,Texas
63483,El Paso County,4589,Texas
63484,El Paso County,4580,Texas
63485,El Paso County,5054,Texas
63486,El Paso County,2926,Texas
63487,El Paso County,4194,Texas
63488,El Paso County,3983,Texas
63489,El Paso County,2504,Texas
63490,El Paso County,6278,Texas
63491,El Paso County,9416,Texas
63492,El Paso County,7926,Texas
63493,El Paso County,5399,Texas
63494,El Paso County,6818,Texas
63495,El Paso County,6609,Texas
63496,El Paso County,3243,Texas
63497,El Paso County,5174,Texas
63498,El Paso County,1570,Texas
63499,El Paso County,5214,Texas
63500,El Paso County,5003,Texas
63501,El Paso County,6067,Texas
63502,El Paso County,5363,Texas
63503,El Paso County,5618,Texas
63504,El Paso County,5553,Texas
63505,El Paso County,4170,Texas
63506,El Paso County,5280,Texas
63507,El Paso County,3321,Texas
63508,El Paso County,4997,Texas
63509,El Paso County,6892,Texas
63510,El Paso County,3859,Texas
63511,El Paso County,3997,Texas
63512,El Paso County,6338,Texas
63513,El Paso County,3063,Texas
63514,El Paso County,5321,Texas
63515,El Paso County,5386,Texas
63516,El Paso County,2813,Texas
63517,El Paso County,4960,Texas
63518,El Paso County,8308,Texas
63519,El Paso County,6655,Texas
63520,El Paso County,2538,Texas
63521,El Paso County,8345,Texas
63522,El Paso County,8312,Texas
63523,El Paso County,6040,Texas
63524,El Paso County,8545,Texas
63525,El Paso County,9492,Texas
63526,El Paso County,5441,Texas
63527,El Paso County,3755,Texas
63528,El Paso County,8235,Texas
63529,El Paso County,4787,Texas
63530,El Paso County,5416,Texas
63531,El Paso County,1984,Texas
63532,El Paso County,3747,Texas
63533,El Paso County,6377,Texas
63534,El Paso County,7547,Texas
63535,El Paso County,4007,Texas
63536,El Paso County,4261,Texas
63537,El Paso County,4374,Texas
63538,El Paso County,592,Texas
63539,El Paso County,4922,Texas
63540,El Paso County,4532,Texas
63541,El Paso County,8338,Texas
63542,El Paso County,9144,Texas
63543,El Paso County,5000,Texas
63544,El Paso County,3616,Texas
63545,El Paso County,3954,Texas
63546,El Paso County,5912,Texas
63547,El Paso County,11611,Texas
63548,El Paso County,12636,Texas
63549,El Paso County,8977,Texas
63550,El Paso County,4475,Texas
63551,El Paso County,3697,Texas
63552,El Paso County,3981,Texas
63553,El Paso County,6287,Texas
63554,El Paso County,6221,Texas
63555,El Paso County,6960,Texas
63556,El Paso County,9957,Texas
63557,El Paso County,2322,Texas
63558,El Paso County,34289,Texas
63559,El Paso County,16361,Texas
63560,El Paso County,6806,Texas
63561,El Paso County,3272,Texas
63562,El Paso County,9137,Texas
63563,El Paso County,4900,Texas
63564,El Paso County,4098,Texas
63565,El Paso County,5873,Texas
63566,El Paso County,4395,Texas
63567,El Paso County,6659,Texas
63568,El Paso County,3247,Texas
63569,El Paso County,7045,Texas
63570,El Paso County,4246,Texas
63571,El Paso County,6859,Texas
63572,El Paso County,4365,Texas
63573,El Paso County,1758,Texas
63574,El Paso County,1291,Texas
63575,El Paso County,2929,Texas
63576,El Paso County,3184,Texas
63577,El Paso County,5868,Texas
63578,El Paso County,0,Texas
63579,Erath County,3311,Texas
63580,Erath County,3265,Texas
63581,Erath County,7344,Texas
63582,Erath County,5947,Texas
63583,Erath County,7324,Texas
63584,Erath County,8099,Texas
63585,Erath County,3710,Texas
63586,Erath County,2016,Texas
63587,Falls County,2636,Texas
63588,Falls County,3480,Texas
63589,Falls County,1958,Texas
63590,Falls County,2313,Texas
63591,Falls County,2921,Texas
63592,Falls County,3981,Texas
63593,Fannin County,3096,Texas
63594,Fannin County,3040,Texas
63595,Fannin County,4803,Texas
63596,Fannin County,6013,Texas
63597,Fannin County,2661,Texas
63598,Fannin County,2302,Texas
63599,Fannin County,4749,Texas
63600,Fannin County,3323,Texas
63601,Fannin County,3800,Texas
63602,Fayette County,2069,Texas
63603,Fayette County,2292,Texas
63604,Fayette County,5537,Texas
63605,Fayette County,3812,Texas
63606,Fayette County,4110,Texas
63607,Fayette County,5134,Texas
63608,Fayette County,2009,Texas
63609,Fisher County,1855,Texas
63610,Fisher County,2020,Texas
63611,Floyd County,2319,Texas
63612,Floyd County,3634,Texas
63613,Foard County,1414,Texas
63614,Fort Bend County,7215,Texas
63615,Fort Bend County,3337,Texas
63616,Fort Bend County,8028,Texas
63617,Fort Bend County,3751,Texas
63618,Fort Bend County,5279,Texas
63619,Fort Bend County,4478,Texas
63620,Fort Bend County,9661,Texas
63621,Fort Bend County,1968,Texas
63622,Fort Bend County,5460,Texas
63623,Fort Bend County,17818,Texas
63624,Fort Bend County,12254,Texas
63625,Fort Bend County,7652,Texas
63626,Fort Bend County,5294,Texas
63627,Fort Bend County,6374,Texas
